Distance	Si	Ti	Al	Mg	Fe	Mn	Ca	SumCat	Xalm	Xsps	Xprp	Xgrs	XMg	ratio_CaFe
2460	2.98487462	0.00441676	1.99084338	0.2285509	2.41188641	0.15429288	0.23101476	8.02469418	0.79694932	0.05105559	0.07559423	0.07640086	0.08663884	0.09597682
2470	2.97181356	0.00400264	1.99356754	0.23174974	2.42908744	0.15495439	0.23117965	8.03844514	0.79630703	0.05112117	0.07638845	0.07618335	0.08758747	0.09588077
2480	2.97605394	0.00311108	1.99452338	0.23002683	2.41824861	0.1574761	0.23527558	8.03243105	0.79484633	0.05189961	0.07575443	0.07749963	0.087026	0.09765447
2490	2.98414463	0.00386281	1.98953077	0.23080352	2.41183852	0.15733989	0.23121837	8.02571583	0.79523661	0.05204889	0.07629094	0.07642356	0.08756101	0.09626352
2500	2.99322608	0.00352295	1.98183645	0.23023173	2.39765453	0.16059307	0.23327525	8.02432543	0.79348617	0.0531623	0.07615296	0.07719858	0.08756621	0.09739656
2510	2.9709296	0.00451739	1.99382419	0.23249624	2.42069694	0.16101406	0.23365945	8.03814394	0.79384698	0.05294716	0.07642253	0.07678333	0.08784086	0.09686768
2520	2.99307598	0.00374099	1.98303002	0.22831882	2.39484362	0.16263164	0.23572222	8.02197275	0.79248516	0.05388405	0.07556376	0.07806703	0.08704452	0.09861722
2530	2.98150125	0.00465227	1.99714625	0.2260349	2.39636006	0.16411769	0.23565362	8.02508068	0.79262928	0.05439353	0.07489701	0.07808017	0.08633595	0.09863806
2540	2.98130595	0.00330416	1.99633178	0.22949189	2.3997739	0.16525934	0.23250268	8.02647829	0.79263559	0.05466189	0.07584509	0.07685742	0.08732051	0.09712
2550	2.98771	0.00382961	1.99776998	0.22090307	2.38704384	0.16763878	0.23492581	8.01932969	0.79276387	0.05576659	0.07338592	0.07808362	0.0847423	0.09861386
2560	2.98574818	0.00380507	1.99348095	0.22655282	2.39127312	0.17028895	0.23432477	8.022073	0.7910532	0.05638585	0.07497907	0.07758188	0.0865668	0.09815874
2570	2.98193548	0.00331556	1.99604576	0.22602108	2.39463974	0.17025216	0.23547562	8.02588242	0.79088605	0.05640633	0.07476882	0.0779388	0.08639978	0.09871585
2580	2.98027345	0.00338814	1.99598191	0.22012277	2.39952123	0.17252956	0.23787963	8.02699824	0.79159922	0.05704807	0.07273868	0.07861404	0.08417007	0.09944115
2590	2.9820911	0.00319267	1.99763947	0.22457444	2.3898227	0.17404581	0.23623252	8.02430311	0.78995274	0.05762083	0.07426121	0.07816522	0.08592512	0.09903592
2600	2.98747022	0.00452632	1.99196768	0.2238211	2.38547777	0.17435836	0.23432123	8.02224913	0.79021156	0.05786157	0.07418802	0.07773885	0.08582216	0.0984955
2610	2.98642306	0.00365706	1.99357277	0.22144912	2.38202271	0.17645099	0.23940418	8.02328708	0.78875479	0.05851446	0.07335346	0.07937729	0.08508426	0.10075476
2620	2.99613651	0.00416635	1.99017475	0.21731651	2.3728877	0.17854493	0.23540521	8.01458758	0.78968504	0.0595025	0.07232853	0.07848394	0.08391416	0.099516
2630	2.9786084	0.00472258	1.99879929	0.21962339	2.38598857	0.18150843	0.23750867	8.02777941	0.78875594	0.06005343	0.07263215	0.07855849	0.08431565	0.09968422
2640	2.99142895	0.00323137	1.99226681	0.21835177	2.37681213	0.18184615	0.23689254	8.01758281	0.78858069	0.06035006	0.07241687	0.07865238	0.08411546	0.09986158
2650	2.97815819	0.00387549	2.00108943	0.21854069	2.38713241	0.18233323	0.23688188	8.02683189	0.78895859	0.06036842	0.07227452	0.07839847	0.08393968	0.0994967
2660	2.97278896	0.00358478	2.00271816	0.22036064	2.39193378	0.18374097	0.2369958	8.03241128	0.78837538	0.06066268	0.07272962	0.07823232	0.08448039	0.09934365
2670	2.97902209	0.00400805	1.98869625	0.2225102	2.39538602	0.18520339	0.23761004	8.03280743	0.78754172	0.06102029	0.07319868	0.0782393	0.08505426	0.09946704
2680	2.98378823	0.00401379	2.00322393	0.22143399	2.3686098	0.18489584	0.23690623	8.01830022	0.78626107	0.0614603	0.07357083	0.0787078	0.0855797	0.10022938
2690	2.97620548	0.00371082	1.99886504	0.21993791	2.38216122	0.18729047	0.24300902	8.03012237	0.78546171	0.06179626	0.07259028	0.08015175	0.08458977	0.10212352
2700	2.9762179	0.00421048	2.00708887	0.21703655	2.37478104	0.18807729	0.23819586	8.0265883	0.78672714	0.06238138	0.07191315	0.07897832	0.08376732	0.10048768
2710	2.97769211	0.00412421	2.00362923	0.21931946	2.36850799	0.19017364	0.24295216	8.02633931	0.78392127	0.06302545	0.07260006	0.08045322	0.08476818	0.10271053
2720	2.97916376	0.00336916	2.00368108	0.21752742	2.37106967	0.19221711	0.24022398	8.02400088	0.78465976	0.06373096	0.0720388	0.07957048	0.08408711	0.10148213
2730	2.98063942	0.00316804	1.99801069	0.21983316	2.37311316	0.19544898	0.2369748	8.02718615	0.7842858	0.06464576	0.07270144	0.07836701	0.08484522	0.10000043
2740	2.98320231	0.0040066	1.99046668	0.2220527	2.36697945	0.19489062	0.24487901	8.02863812	0.78148062	0.06435596	0.07331098	0.08085244	0.08575849	0.10351736
2750	2.97887698	0.00289	2.00346804	0.22383478	2.36170029	0.19693275	0.23890701	8.02648555	0.78168457	0.06520804	0.07400295	0.07910445	0.0864323	0.10122648
2760	2.98890966	0.0042409	1.99176018	0.21911396	2.35881875	0.19967659	0.2396733	8.01974536	0.78168293	0.06616208	0.07270513	0.07944986	0.08507721	0.10170924
2770	2.98056159	0.00280097	1.99668116	0.21449201	2.3720776	0.20155687	0.23970466	8.02871886	0.78333879	0.06661253	0.07081572	0.07923296	0.08290196	0.10123862
2780	2.99438468	0.00354664	1.99310141	0.21174183	2.35758159	0.20279005	0.2353	8.01258976	0.78391994	0.06746263	0.07034611	0.07827132	0.08230998	0.09990355
2790	2.98004134	0.00380101	2.00218988	0.21344416	2.35883001	0.20521671	0.24113658	8.02546572	0.78137912	0.06803349	0.07068015	0.07990723	0.08293938	0.102362
2800	2.97080004	0.00604848	2.01286452	0.2164804	2.35433371	0.20664174	0.24153123	8.02473831	0.77986025	0.06845201	0.07168688	0.08000086	0.0841854	0.10266313
2810	2.97322713	0.00326289	2.00387834	0.21566524	2.37375159	0.20634676	0.23645879	8.03055091	0.78270508	0.06811296	0.07113853	0.07804343	0.08331843	0.09978864
2820	2.98728662	0.00340528	1.99255853	0.217915	2.35571954	0.20650079	0.23926962	8.02352109	0.78012698	0.06840287	0.07218485	0.0792853	0.08469321	0.10169199
2830	2.9880967	0.00427242	1.99107397	0.21437728	2.35838309	0.20704185	0.23960898	8.02133351	0.78109036	0.06858028	0.07097519	0.07935417	0.08328377	0.10163341
2840	2.9769561	0.00525479	2.00065847	0.21673753	2.3622013	0.20790121	0.24016512	8.02504524	0.78031675	0.06870566	0.07161314	0.07936445	0.08405757	0.10178714
2850	2.98885766	0.00396617	1.99042038	0.21956262	2.35396648	0.20999728	0.23563629	8.02166508	0.77967019	0.06957665	0.07266672	0.07808644	0.08524147	0.10020338
2860	2.97747399	0.00461	2.0009926	0.21399095	2.36182624	0.21104953	0.23799624	8.02689986	0.78077469	0.06977909	0.0707464	0.07869981	0.08308098	0.10086735
2870	2.98401558	0.00313018	1.99469142	0.21546602	2.35441266	0.2123785	0.24280282	8.02411987	0.77832879	0.07020654	0.07120123	0.08026344	0.08379344	0.1031713
2880	2.97989967	0.00473348	1.99770526	0.21354549	2.35732076	0.21265683	0.24167118	8.025659	0.77920662	0.07031851	0.0705614	0.07991346	0.0830075	0.10262777
2890	2.98323271	0.00464088	1.99535369	0.21475952	2.35522004	0.21295253	0.23980074	8.02293902	0.77914971	0.0704703	0.07104179	0.0793382	0.08354441	0.10187139
2900	2.98485131	0.00388716	1.99935369	0.21317742	2.3462853	0.21533467	0.23983507	8.02057727	0.77831589	0.07142848	0.07069867	0.07955696	0.08326426	0.10227157
2910	2.98249639	0.0033907	2.00076795	0.21514941	2.34483203	0.2180406	0.23985084	8.02292995	0.77702798	0.07226208	0.07124742	0.07946252	0.08399104	0.10232083
2920	2.98394452	0.00334622	1.99757782	0.21419951	2.34623076	0.21888861	0.24021974	8.02343352	0.77701653	0.07250743	0.07091856	0.07955749	0.08362396	0.10244381
2930	2.97951932	0.00349734	1.99815729	0.21472056	2.34985161	0.2212768	0.24135323	8.02743324	0.77626933	0.07311438	0.07089065	0.07972564	0.08366081	0.10274647
2940	2.9862454	0.00343818	1.9961587	0.2131841	2.34352568	0.22314305	0.23880453	8.02009039	0.77638308	0.07391446	0.07060593	0.07909653	0.08335919	0.1019348
2950	2.97448364	0.0035679	2.00318351	0.21549504	2.35152797	0.22308285	0.24016352	8.02933059	0.77602643	0.07363045	0.07109606	0.07924706	0.08391218	0.10216187
2960	2.97974144	0.00456	1.9926674	0.21203373	2.35757478	0.22191424	0.24132693	8.02922569	0.7771415	0.07324444	0.06993872	0.07967534	0.0825877	0.10263287
2970	2.98870098	0.00391501	1.99113522	0.20823651	2.34573597	0.22483096	0.23936006	8.02171807	0.77715241	0.07452459	0.06900084	0.07932216	0.08155931	0.10215347
2980	2.98807061	0.00425815	1.99337787	0.21374808	2.33475385	0.22734292	0.23965547	8.02075765	0.77427824	0.07538024	0.07087648	0.07946503	0.08385965	0.10268887
2990	2.98729732	0.00426455	1.99523153	0.21351287	2.33655581	0.2263039	0.23814032	8.02033846	0.77521173	0.07506929	0.07073477	0.07898422	0.08360357	0.10193138
3000	2.98070968	0.00434044	2.00076873	0.21065094	2.33652179	0.22941936	0.24380869	8.02291139	0.77361865	0.07595829	0.06971152	0.08071155	0.08265704	0.10438302
3010	2.97797063	0.0037132	2.00117406	0.20865568	2.35068258	0.22945089	0.23765453	8.02615668	0.77661667	0.07587088	0.0689592	0.07855325	0.0815555	0.10121245
3020	2.9894226	0.00350936	1.98610989	0.21666198	2.34063811	0.23044372	0.23891359	8.02244522	0.7733432	0.07614565	0.07157184	0.07893931	0.08469467	0.10211645
3030	2.97901032	0.00331617	2.00148808	0.21103532	2.3429091	0.22962423	0.23908832	8.02738741	0.775099	0.07596515	0.06982082	0.07911503	0.08263043	0.1021176
3040	2.97622945	0.0051176	2.00285957	0.21069703	2.34307671	0.23299774	0.23781504	8.02583173	0.77466952	0.07705959	0.06964593	0.07862496	0.08248093	0.10154035
3050	2.98163055	0.00300794	2.0010005	0.21481638	2.33621026	0.23345047	0.23579473	8.0238117	0.77350377	0.07728719	0.07112791	0.07808114	0.08420935	0.10098048
3060	2.98621526	0.00370965	1.99481365	0.21412888	2.33580491	0.23309474	0.23487375	8.02269571	0.77403944	0.07722578	0.07093232	0.07780246	0.08393918	0.10056416
3070	2.99417559	0.00452582	1.99846052	0.20864533	2.32022239	0.23423163	0.23453889	8.00933647	0.77404604	0.07814292	0.06957426	0.07823677	0.08245268	0.10112261
3080	2.99735772	0.00394818	1.98796805	0.20620773	2.3282684	0.23664883	0.23486737	8.01428843	0.77452185	0.07870891	0.0686553	0.07811393	0.08141405	0.10089407
3090	2.98125397	0.00408762	1.99217804	0.2125304	2.34719541	0.2379871	0.23524109	8.02695031	0.77389491	0.07848784	0.07005957	0.07755769	0.082998	0.10026192
3100	2.98042796	0.00318034	2.00070905	0.20820514	2.33992361	0.23871903	0.23550611	8.02551406	0.77420153	0.07899899	0.06889366	0.07790582	0.08169762	0.10065232
3110	2.97399834	0.00380047	1.99876501	0.21176461	2.35149569	0.24117028	0.23306629	8.03157666	0.77413441	0.07941971	0.069708	0.07673789	0.08259767	0.09916406
3120	2.98432849	0.00310887	1.99305194	0.20837036	2.33873818	0.24030358	0.23752761	8.0266443	0.77302673	0.0794668	0.06890997	0.0785965	0.08187236	0.10186187
3130	2.99945107	0.00317134	1.9823888	0.21048034	2.32638834	0.24145852	0.23344569	8.01558228	0.77242664	0.08017877	0.06987409	0.07752051	0.08295275	0.10041721
3140	2.97746522	0.00456926	1.99932873	0.20537623	2.34594247	0.24348107	0.23393825	8.02650107	0.77447373	0.08044068	0.06781865	0.07726694	0.08051077	0.09984465
3150	2.980574	0.0040304	2.00019737	0.20986148	2.33160167	0.24378113	0.23599847	8.02454931	0.7717736	0.08070228	0.06940695	0.07811717	0.08249993	0.10126652
3160	2.98409169	0.004903	1.99258505	0.20629782	2.33744238	0.24567362	0.23435713	8.02424205	0.77301873	0.081244	0.06821468	0.07752259	0.08108247	0.1003638
3170	2.98327947	0.00331735	1.99911028	0.20919269	2.32699833	0.24700349	0.23570982	8.02319648	0.77083502	0.08180482	0.06928074	0.07807942	0.08243564	0.10135205
3180	2.9672381	0.00394164	2.01552094	0.20842425	2.33621644	0.2481736	0.23196568	8.03090769	0.77239726	0.08206106	0.06885037	0.07669131	0.08183857	0.09936267
3190	2.97665877	0.00320243	1.99792124	0.20851156	2.34196594	0.24910615	0.23468731	8.03030296	0.77181908	0.08212091	0.06873407	0.07732593	0.08176163	0.10026546
3200	2.97783198	0.00321287	1.99473032	0.21307677	2.33896236	0.25110392	0.23396799	8.03029378	0.77007389	0.08270314	0.07016189	0.07706107	0.08350274	0.10016049
3210	2.98699559	0.00351281	1.9949172	0.209783	2.32627349	0.25014433	0.23206019	8.02037939	0.77076722	0.08289167	0.06945848	0.07688263	0.08265674	0.0998272
3220	2.97491748	0.00426618	1.9992738	0.2077777	2.34248145	0.25384844	0.22960009	8.0303392	0.772105	0.08369877	0.06851288	0.07568334	0.08150332	0.09810727
3230	2.98174876	0.00380312	1.9978991	0.20712803	2.33485421	0.25363728	0.22784605	8.02408061	0.77226351	0.08390238	0.06848393	0.07535018	0.08143168	0.09766246
3240	2.97404612	0.00353057	2.00283342	0.209407	2.33353795	0.25541606	0.23276282	8.03047925	0.76990012	0.08426519	0.06904709	0.07678759	0.08226319	0.09980824
3250	2.98056205	0.0035452	1.99812803	0.20693793	2.32980999	0.25637186	0.23226866	8.02603375	0.77012915	0.08473598	0.06837913	0.07675574	0.08151835	0.09972837
3260	2.98073195	0.00314228	1.99247005	0.20942641	2.33260645	0.2579156	0.23471121	8.02877754	0.76869267	0.08500381	0.06895677	0.07734675	0.08231557	0.10071612
3270	2.97910946	0.00332741	1.99616526	0.20792941	2.33608899	0.25879798	0.22865185	8.02889061	0.77052977	0.08538023	0.06864595	0.07544406	0.0818096	0.09803173
3280	2.98745531	0.00396088	1.99205155	0.19901738	2.33220921	0.26163458	0.22791959	8.02086756	0.77195562	0.08664882	0.06590171	0.07549385	0.07865097	0.09794892
3290	2.97534085	0.00453589	1.973024	0.20119366	2.38376117	0.2593954	0.22593133	8.04404022	0.77551577	0.08483786	0.06572092	0.07392544	0.07788385	0.09555818
3300	2.98041054	0.00495895	1.98398588	0.21262568	2.34194295	0.26195963	0.22606477	8.03350179	0.76953196	0.08619144	0.06984496	0.07443163	0.08270301	0.09675662
3310	2.96919789	0.00463886	2.00425989	0.20474606	2.33301861	0.26542717	0.23393509	8.03284305	0.76806735	0.08757846	0.06715006	0.07720412	0.08007395	0.10064173
3320	2.9846686	0.00325523	1.99403996	0.20834342	2.31680645	0.26691283	0.23098479	8.0251011	0.76637847	0.08830587	0.06890604	0.07640962	0.08246438	0.09978603
3330	2.98763216	0.00447991	1.99766782	0.19773545	2.31697263	0.26896174	0.22773873	8.01707405	0.76942594	0.08931804	0.06566562	0.0755904	0.07862014	0.09829866
3340	2.97722927	0.00341394	2.00876754	0.2030139	2.31573024	0.26899921	0.23057338	8.02233627	0.76727281	0.08911499	0.06724488	0.07636732	0.08056959	0.09960223
3350	2.97219529	0.00314158	2.0013203	0.21939147	2.31122393	0.26872932	0.238544	8.03346007	0.76091473	0.08854372	0.07196784	0.07857371	0.08605992	0.10348299
3360	2.96317727	0.00426849	2.01048008	0.21664536	2.32275362	0.27106334	0.23041822	8.03582199	0.76390987	0.08925117	0.07095274	0.07588623	0.08459648	0.09935192
3370	2.97419127	0.00393332	2.00089961	0.21581335	2.31748369	0.27146437	0.22916702	8.02989861	0.76393793	0.08953976	0.07093181	0.0755905	0.08477497	0.09898916
3380	2.97074964	0.00356445	2.0064961	0.21249181	2.31779938	0.27324817	0.22777531	8.03287521	0.76473347	0.0902078	0.06987029	0.07518845	0.0835287	0.09833422
3390	2.97593443	0.0037345	1.99927956	0.20734529	2.32067186	0.2752594	0.23018265	8.02897489	0.76510503	0.09083257	0.06809694	0.07596545	0.08149551	0.09931393
3400	2.9776724	0.00508449	1.99557871	0.20930573	2.31554689	0.27738861	0.2306161	8.02771459	0.76353953	0.09148379	0.06885864	0.07611804	0.08254454	0.09986916
3410	2.9776724	0.00508449	1.99557871	0.20930573	2.31554689	0.27738861	0.2306161	8.02771459	0.76353953	0.09148379	0.06885864	0.07611804	0.08254454	0.09986916
3420	2.97469309	0.00417886	2.00291674	0.20670241	2.31256146	0.27782478	0.23198245	8.02847958	0.76351607	0.09172474	0.0681651	0.0765941	0.08189955	0.10039549
3430	2.97282042	0.00293488	2.00980228	0.20927971	2.31042408	0.2779537	0.22780451	8.02766756	0.76372536	0.09188799	0.06908009	0.07530657	0.08287332	0.09867413
3440	2.98236041	0.00535606	1.99503646	0.20699551	2.30829835	0.27888618	0.22984666	8.02311616	0.76333179	0.09224598	0.06841303	0.07600921	0.08222653	0.09965732
3450	2.97637041	0.00299671	1.99984012	0.20919288	2.31140555	0.27939018	0.23145337	8.03077641	0.76248244	0.09218008	0.06893631	0.07640118	0.08283546	0.10033061
3460	2.97672102	0.00388967	1.99727479	0.21711875	2.30603265	0.27966086	0.23134881	8.02945731	0.76006218	0.09222441	0.07141622	0.07629718	0.08555037	0.10039738
3470	2.98144987	0.00315301	2.00149782	0.21783152	2.29660299	0.27802292	0.22730338	8.02354364	0.76085123	0.09240342	0.07116629	0.07557907	0.08471989	0.09932608
3480	2.9622985	0.00380791	2.01162759	0.21642787	2.31677694	0.27955166	0.22713743	8.0385317	0.7623597	0.09220852	0.07049396	0.07493782	0.08398254	0.09825954
3490	2.97899467	0.00341342	2.00592159	0.20523783	2.29764429	0.28456265	0.23035875	8.02312902	0.76138686	0.09430565	0.06798287	0.07632462	0.08196007	0.10032283
3500	2.97318163	0.00406042	2.00857356	0.20396852	2.30786608	0.28527196	0.22816204	8.02599813	0.76290533	0.09427933	0.0674151	0.07540025	0.08119765	0.09893416
3510	2.98428129	0.00327657	1.9995919	0.20136915	2.3001493	0.28546229	0.22966718	8.02149468	0.7624912	0.09463131	0.0667231	0.07615438	0.08044222	0.10004988
3520	2.98661576	0.00617048	1.99153148	0.20138326	2.30039784	0.28859038	0.22744685	8.02076	0.76231511	0.0956498	0.06669447	0.07534062	0.08044008	0.09890826
3530	2.97453374	0.00499441	2.00801326	0.20231689	2.29786023	0.28965022	0.22931323	8.02624848	0.76113893	0.09594409	0.06697639	0.07594059	0.08088268	0.09985676
3540	2.97293306	0.00359406	2.00481173	0.19870183	2.3048338	0.29121698	0.23412832	8.03191424	0.76096123	0.09614484	0.06557005	0.07732388	0.07931753	0.10177252
3550	2.98450021	0.0041552	2.00010533	0.19688427	2.29704639	0.29090965	0.22835771	8.02062509	0.76242734	0.09651038	0.06531698	0.07574529	0.07891849	0.09940392
3560	2.98103866	0.00407288	2.00849016	0.20437993	2.28553188	0.29172601	0.22560746	8.02043979	0.76006906	0.0969909	0.06794279	0.07499724	0.0820486	0.09872945
3570	2.98108224	0.0036784	2.00592763	0.20503744	2.28799797	0.29174492	0.22932643	8.01975602	0.75910083	0.09680365	0.06801605	0.07607947	0.08217551	0.10027129
3580	2.98393879	0.00318568	2.00096696	0.20294627	2.29471651	0.2933325	0.22415868	8.02164731	0.76111719	0.09728967	0.06726177	0.07433137	0.08111836	0.09772714
3590	2.98351966	0.00359251	1.9992642	0.20425976	2.29057738	0.29369129	0.2281022	8.02350448	0.7593456	0.09736505	0.06769047	0.07559888	0.08182994	0.09961944
3600	2.97621271	0.00385868	1.999976	0.20154232	2.30377748	0.29734543	0.22836628	8.02880233	0.760087	0.09811425	0.06646383	0.07533492	0.0804034	0.09916481
3610	2.97676818	0.00437265	2.00148668	0.20145142	2.30030232	0.29742786	0.22721645	8.02720609	0.76008002	0.0982858	0.06653391	0.07510026	0.08047617	0.09885518
3620	2.98218443	0.00438414	1.99540671	0.19632975	2.30441226	0.29798817	0.22581889	8.02493182	0.76194593	0.09853572	0.06486398	0.07465437	0.07844928	0.09805076
3630	2.97244907	0.0043043	2.00840765	0.20069487	2.29894527	0.29809019	0.22669229	8.02879216	0.76012835	0.09858198	0.06632794	0.07496174	0.08023052	0.09866088
3640	2.97607969	0.00396518	2.00736523	0.20099595	2.28943673	0.2993578	0.23072546	8.02461899	0.75800006	0.09910383	0.06652536	0.07637075	0.08067783	0.10083628
3650	2.98255501	0.00334783	1.9965399	0.19580017	2.30141195	0.30083989	0.22760681	8.02355285	0.76066109	0.0994522	0.06467708	0.07520963	0.07836117	0.0989221
3660	2.98246095	0.00332415	2.00122235	0.20494534	2.28323668	0.30038464	0.2284982	8.02313515	0.75680172	0.09958718	0.06789213	0.07571897	0.08230118	0.1001178
3670	2.9763883	0.00426285	2.00378973	0.200626	2.29286502	0.30226478	0.22759234	8.02711895	0.75842847	0.09999334	0.06631241	0.07526578	0.08039414	0.09931064
3680	2.98003891	0.00310143	2.00300931	0.20008651	2.29414852	0.3018407	0.22397523	8.02473091	0.75969944	0.09996277	0.06614984	0.07418795	0.08006232	0.09769025
3690	2.9878452	0.0041507	1.98630345	0.20258481	2.29925317	0.30352223	0.22358614	8.02245905	0.75899569	0.10030045	0.06684211	0.07386175	0.08093387	0.09740432
3700	2.98143394	0.00303344	2.0001889	0.20186716	2.28737199	0.30521948	0.22669741	8.02517109	0.75714199	0.10105432	0.06678463	0.07501906	0.08104096	0.09915803
3710	2.99434152	0.00351602	1.99019499	0.19848943	2.28225734	0.30664925	0.22317833	8.01558571	0.75810666	0.10186883	0.0659153	0.07410921	0.07998501	0.09783392
3720	2.97766397	0.00409179	2.00594544	0.19768941	2.28908426	0.30476809	0.22662834	8.02467173	0.75841608	0.10098664	0.06547596	0.07512132	0.07945675	0.09917488
3730	2.99794425	0.00321396	1.97956495	0.20342568	2.28638718	0.30655441	0.22180766	8.01933532	0.75752107	0.10160774	0.06736207	0.07350912	0.0816425	0.09706743
3740	2.99241754	0.00299675	1.98323915	0.20464096	2.29169317	0.30643349	0.22018579	8.0243254	0.75805493	0.101392	0.06768381	0.07286927	0.08193867	0.09621486
3750	2.97832717	0.00433069	2.00084937	0.19456616	2.29644781	0.30883573	0.2248494	8.02578326	0.7592888	0.10211393	0.06428461	0.07431266	0.07804776	0.09792011
3760	2.97218529	0.00314153	2.00975969	0.2015122	2.29142343	0.30912424	0.22234895	8.03009133	0.75762606	0.10223813	0.06661293	0.07352289	0.08079666	0.09711086
3770	2.97989975	0.00350931	2.00024461	0.20217761	2.28712425	0.31044049	0.22314211	8.02639913	0.75660959	0.10271301	0.06687795	0.07379945	0.08120831	0.09760556
3780	2.99872599	0.00361023	1.97412957	0.19494882	2.29795942	0.30898173	0.22113791	8.02183641	0.76007398	0.10223487	0.06449743	0.07319373	0.07821028	0.09638609
3790	2.97520734	0.00501711	2.01191926	0.19774896	2.28010746	0.31297625	0.22232095	8.02251157	0.75679622	0.10388757	0.06554031	0.07377591	0.07969004	0.09753613
3800	2.98262114	0.00460567	2.00205711	0.19858966	2.28057441	0.31337353	0.22045288	8.02121487	0.75699422	0.10400409	0.06585603	0.07314566	0.08002515	0.09667435
3810	2.97970483	0.00348145	2.00521775	0.2011163	2.28009165	0.31451452	0.22167729	8.02272459	0.75563811	0.10425147	0.06663863	0.0734718	0.08102669	0.09728075
3820	2.98961462	0.00324602	1.99495781	0.19691584	2.27447971	0.31462476	0.22567836	8.01991699	0.75522988	0.10448625	0.0653494	0.07493447	0.0796251	0.09927086
3830	2.97746678	0.00344501	2.01086942	0.20182545	2.27011588	0.31538096	0.22537461	8.02282887	0.7535278	0.10471228	0.06695219	0.07480773	0.08157886	0.09933699
3840	2.98070474	0.0036412	2.00442899	0.19716789	2.27707369	0.31818644	0.22295849	8.02284473	0.75522268	0.10553109	0.0653568	0.07388943	0.07962968	0.09789167
3850	2.97392294	0.00344837	2.00728354	0.19888146	2.28385814	0.3179744	0.22414579	8.02845924	0.75509067	0.10515336	0.06569204	0.07406394	0.08002682	0.09813912
3860	2.97523716	0.00306111	2.01399722	0.19619611	2.27556567	0.31939736	0.22094728	8.02521302	0.75552023	0.10606117	0.06509408	0.07332452	0.07931921	0.09711231
3870	2.98102242	0.00344894	2.007389	0.19453216	2.27434901	0.31792059	0.22384833	8.02115781	0.75546839	0.10563048	0.0645703	0.07433083	0.07872318	0.09843959
3880	2.98751471	0.00371998	1.99489263	0.19618076	2.2783373	0.32126778	0.21930123	8.0215504	0.75570216	0.10658697	0.06500595	0.07270492	0.07920431	0.09627507
3890	2.97701007	0.00419061	2.00755634	0.20168233	2.28003812	0.32027237	0.214662	8.02463044	0.7558843	0.10621892	0.06673879	0.07115799	0.08099612	0.09416418
3900	2.97507452	0.00522949	2.00089001	0.19710953	2.29026909	0.32111476	0.22023485	8.02857974	0.75617611	0.10603047	0.0650593	0.07273412	0.07920234	0.09621646
3910	2.98420348	0.00364114	1.99888341	0.19455647	2.27867845	0.3254433	0.21780069	8.02222041	0.7555388	0.10793115	0.06434925	0.07218079	0.07846948	0.09560081
3920	2.96833114	0.00467392	2.01424194	0.19882523	2.28137702	0.32372987	0.21821727	8.03035155	0.75489034	0.10710657	0.06582778	0.07217531	0.08016238	0.09566516
3930	2.97313048	0.0047071	2.01277367	0.19362748	2.28107319	0.32542037	0.2169242	8.02423093	0.75608937	0.10786002	0.06415059	0.07190002	0.07819376	0.09512963
3940	2.97206774	0.00337259	2.01344696	0.19262158	2.28241279	0.32701872	0.21798809	8.02686292	0.75584017	0.10830028	0.0637154	0.07214415	0.07773319	0.09551122
3950	2.97663565	0.00325768	2.00772919	0.19366896	2.28368818	0.32593671	0.21513598	8.02643177	0.75666822	0.10798162	0.06412454	0.07122563	0.0781349	0.09420924
3960	2.97773385	0.00372391	2.01568995	0.19371174	2.26535014	0.32773317	0.21524228	8.02220947	0.75471331	0.10914091	0.0645173	0.07162848	0.0786799	0.09499785
3970	2.97199957	0.0033787	2.01421626	0.19234598	2.27900752	0.32983292	0.21818306	8.0260632	0.75482462	0.10932089	0.0635784	0.07227609	0.07760653	0.0957994
3980	2.97842968	0.00368489	2.00791567	0.19200007	2.2736898	0.3313236	0.21928964	8.02165832	0.75383182	0.10987717	0.06358775	0.07270326	0.07777448	0.09649402
3990	2.97426253	0.00389461	2.00412961	0.19324343	2.28271341	0.33095675	0.22119614	8.02915964	0.75389312	0.10929594	0.06379426	0.07301668	0.07801377	0.09693224
4000	2.9764053	0.00294007	2.00465096	0.1956567	2.2808446	0.33259763	0.21647642	8.02719289	0.75385336	0.110061	0.0644477	0.07163795	0.07846829	0.09510521
4010	2.96819885	0.00400357	2.01596609	0.20528862	2.2781133	0.32417539	0.21546008	8.02842316	0.75352674	0.10763967	0.06726208	0.07157152	0.08119913	0.09511951
4020	2.97110459	0.00472748	2.00368587	0.2063855	2.28450538	0.3224827	0.21841218	8.03352138	0.75333341	0.10676187	0.06748589	0.07241883	0.08158082	0.09645062
4030	2.97116925	0.00419217	2.01810237	0.20249587	2.26730913	0.32584881	0.21556016	8.026497	0.75295616	0.10850732	0.06681412	0.0717224	0.08095923	0.09540329
4040	2.97056225	0.00314993	2.01501909	0.20148452	2.2701132	0.32763069	0.21952762	8.03018172	0.75203188	0.10878656	0.06630657	0.072875	0.08052336	0.09701918
4050	2.96921757	0.00324353	2.01006895	0.20344771	2.27989586	0.32937319	0.21874481	8.03101723	0.75214206	0.10887791	0.06666329	0.07231673	0.08097636	0.09621085
