Distance	Si	Ti	Al	Mg	Fe	Mn	Ca	SumCat	Xalm	Xsps	Xprp	Xgrs	XMg	ratio_CaFe
4060	2.97567309	0.00323896	2.01109767	0.1967328	2.27166325	0.33148158	0.21748482	8.02370603	0.75289675	0.10994638	0.0650054	0.07215147	0.07929126	0.09587973
4070	2.97091236	0.00309609	2.01835359	0.18786275	2.27138817	0.33670421	0.21896293	8.02634941	0.75345072	0.11170849	0.06223902	0.07260177	0.07629351	0.09643453
4080	2.97507189	0.00284557	2.0097782	0.19243719	2.26605401	0.33722025	0.22469312	8.02628666	0.7502927	0.11165174	0.06368215	0.07437342	0.07819382	0.09920585
4090	2.96701474	0.00307862	2.00996887	0.19398463	2.27881398	0.33770283	0.2263018	8.03309296	0.75042949	0.11123887	0.06382604	0.07450561	0.07835314	0.09933508
4100	2.97687541	0.00311357	2.01430547	0.18798911	2.26293764	0.33322788	0.22609046	8.02117703	0.75173537	0.11072653	0.06237202	0.07516608	0.07657401	0.10017038
4110	2.96905022	0.00312413	2.01263386	0.19126575	2.27368656	0.3389299	0.22498462	8.02934239	0.75068853	0.111895	0.06314242	0.07427405	0.07756183	0.09897726
4120	2.98288077	0.00307976	2.00565438	0.19090242	2.25963988	0.34040641	0.22108013	8.01878082	0.75019956	0.11304224	0.06336833	0.07338988	0.07782716	0.0978699
4130	2.9725198	0.00315485	2.00475013	0.19407395	2.27869529	0.33779454	0.22210607	8.03091598	0.75142116	0.11140418	0.06394106	0.0732336	0.07840967	0.09750951
4140	2.98602928	0.00426403	1.99496988	0.19440541	2.26129363	0.33895552	0.22097909	8.02384414	0.74984235	0.11241288	0.06444745	0.07329732	0.07913169	0.0978027
4150	2.97263084	0.00348858	2.0091199	0.19166553	2.27013946	0.33942684	0.22536445	8.02705192	0.75007521	0.11216559	0.06330475	0.07445445	0.07781409	0.09932084
4160	2.97134963	0.00382402	2.008849	0.19164874	2.27192974	0.34067784	0.22294261	8.02958212	0.75049326	0.11255557	0.06328684	0.07366433	0.07775624	0.09820342
4170	2.97868751	0.00351657	2.00117218	0.19363326	2.2666649	0.33980769	0.22441087	8.02652667	0.74942716	0.11236499	0.06399009	0.07421776	0.07866436	0.09908104
4180	2.97307982	0.00328599	2.01393617	0.19270313	2.26123361	0.33991922	0.22429908	8.02487519	0.74918969	0.11263075	0.063844	0.07433556	0.07851806	0.09928855
4190	2.97564936	0.00348691	2.008184	0.19389293	2.2599187	0.34226025	0.22525556	8.025016	0.74799646	0.11328896	0.06415089	0.07456369	0.07897513	0.09972164
4200	2.9937572	0.0033269	1.98469504	0.19373242	2.26484084	0.33898706	0.22139508	8.02040222	0.75017282	0.11233141	0.06410686	0.07338892	0.07869568	0.09789308
4210	3.00048321	0.00345298	1.97399243	0.19304372	2.26391507	0.33846841	0.22558007	8.01932261	0.74947382	0.11205547	0.06380189	0.07466882	0.07840262	0.09968127
4220	2.97959503	0.00336215	2.00138259	0.19135762	2.26346674	0.34305845	0.22504656	8.0255569	0.74876096	0.11350142	0.06327167	0.07446595	0.07791466	0.09954705
4230	2.97776906	0.00388878	2.00554821	0.19231949	2.26152674	0.34166217	0.22525338	8.02330238	0.74869599	0.11311661	0.06362716	0.07456025	0.07831113	0.09962659
4240	2.98039682	0.00335852	2.00204109	0.1920247	2.25844455	0.34387028	0.22717979	8.02313249	0.74749183	0.11380568	0.06350786	0.07519462	0.07831718	0.1007816
4250	2.97136555	0.00404849	2.01516235	0.19432427	2.25227052	0.3409348	0.22930917	8.02659443	0.74650962	0.1129912	0.06435415	0.07614503	0.07933775	0.10221531
4260	2.96995941	0.00715849	2.00790218	0.19410776	2.26201086	0.34183473	0.2252075	8.02968107	0.74821672	0.11309564	0.06417097	0.07451666	0.07898888	0.0996762
4270	2.97744402	0.00455869	2.0062514	0.19207771	2.26199541	0.34158303	0.22318305	8.02264988	0.74936018	0.11313119	0.06361672	0.07389191	0.07825072	0.09868552
4280	2.98457791	0.00368811	2.00884718	0.19002234	2.24807161	0.34208211	0.2207544	8.01657713	0.74914188	0.11399981	0.06331139	0.07354691	0.07790837	0.09821361
4290	2.989848	0.00371664	2.00035261	0.18802894	2.25550504	0.34148333	0.21841777	8.0151658	0.75103355	0.11370823	0.06258388	0.07267434	0.0769153	0.0968101
4300	2.97483586	0.00413339	2.01624315	0.19317658	2.24922249	0.34307431	0.22355887	8.0215737	0.74755692	0.11401628	0.06414929	0.0742775	0.07902904	0.0994231
4310	2.97394023	0.00332481	2.0087231	0.19185617	2.26285718	0.3458837	0.22366113	8.02661645	0.74825884	0.11438691	0.06340641	0.07394784	0.07811718	0.09888564
4320	2.96337518	0.00312164	2.01175606	0.19393673	2.27763368	0.34717799	0.2229258	8.03532323	0.74863498	0.11423509	0.06378212	0.07334782	0.07850597	0.09804836
4330	2.97718976	0.00310614	2.00441008	0.19072729	2.26519717	0.34462133	0.2233065	8.02643986	0.74892825	0.11402839	0.06310092	0.07394244	0.07770928	0.0989144
4340	2.97189694	0.00316389	2.00486728	0.19425157	2.26978825	0.34692672	0.22326093	8.03096583	0.74792764	0.1144067	0.06403054	0.07363512	0.0788731	0.09858198
4350	2.97133278	0.0032199	2.00340572	0.194577	2.27128294	0.34751256	0.22371613	8.03244192	0.74770789	0.11450237	0.06407331	0.07371643	0.07893452	0.09865539
4360	2.97040909	0.00326995	2.01089705	0.19281996	2.26568045	0.34668847	0.22280269	8.02917722	0.74821744	0.11454286	0.06367574	0.07356396	0.07842353	0.09836642
4370	2.97373634	0.00342664	2.01289397	0.19301316	2.25354279	0.34773002	0.2235403	8.02489686	0.7467301	0.11524991	0.06394083	0.07407916	0.07886697	0.09924759
4380	2.97632361	0.00373324	2.00324152	0.18827715	2.26705278	0.34613169	0.22424039	8.02777025	0.74913768	0.11445187	0.0622079	0.07420255	0.0766503	0.09927056
4390	2.97878315	0.0035645	2.00373021	0.18907913	2.26221125	0.34687846	0.22126066	8.02606713	0.74923941	0.11488805	0.0625925	0.07328003	0.07709747	0.09787704
4400	2.97097186	0.00351734	2.00616118	0.19126662	2.27124757	0.34816221	0.222181	8.03135266	0.7487264	0.11485847	0.06306904	0.07334609	0.07767951	0.09811677
4410	2.97589512	0.0037124	2.00813376	0.19205704	2.26012158	0.34843767	0.21958566	8.02483312	0.74837482	0.11537465	0.06354293	0.0727076	0.07825431	0.09719932
4420	2.98044202	0.00343787	2.0017659	0.18804853	2.26473274	0.34908935	0.21966705	8.02329088	0.74954109	0.11555184	0.0622112	0.07269588	0.07663071	0.09704002
4430	2.97903846	0.00313891	2.0024368	0.1915931	2.25853293	0.35039357	0.22056789	8.02750681	0.74762041	0.11599328	0.06336632	0.07301999	0.07810879	0.09771219
4440	2.98164953	0.00366417	2.00025913	0.18634814	2.26333594	0.34986231	0.22052698	8.02359218	0.74947475	0.11584078	0.06166476	0.07301971	0.07600673	0.09748195
4450	2.97311955	0.00360054	2.00930916	0.19215978	2.26180003	0.34846185	0.21964115	8.02915859	0.74846625	0.11531616	0.0635539	0.07266369	0.078252	0.09712068
4460	2.9838855	0.00337667	2.00124722	0.19040288	2.25206585	0.34897604	0.2216345	8.02263979	0.74750254	0.11580917	0.06312087	0.07356742	0.07785202	0.09850465
4470	2.97426881	0.00323179	2.01075498	0.1890586	2.25646345	0.34814913	0.22582579	8.02649126	0.7472896	0.11529079	0.06257908	0.07484053	0.07724304	0.10028818
4480	2.98959299	0.00487901	2.00294745	0.1923388	2.2371739	0.34613436	0.22293635	8.0121057	0.74610851	0.11542906	0.06408342	0.07437901	0.07907297	0.0999345
4490	2.9909546	0.00369353	1.99649768	0.19355005	2.24853415	0.34790914	0.21829753	8.01476939	0.7475012	0.11564876	0.06431338	0.07253666	0.07921908	0.09711931
4500	2.98479041	0.00432798	2.00176824	0.19123679	2.25432869	0.34612501	0.21979188	8.01762597	0.74861774	0.11494813	0.06346304	0.07297109	0.07812944	0.09751988
4510	2.98266561	0.00477555	1.99300517	0.19407209	2.26034555	0.34919131	0.22243008	8.02579568	0.74700091	0.11538271	0.06409153	0.07352484	0.07900281	0.09845849
4520	2.98259148	0.00347069	2.00551125	0.18963651	2.25097319	0.34888899	0.22146695	8.01982536	0.74762625	0.11587553	0.0629631	0.07353512	0.07767649	0.09841064
4530	2.97706375	0.00402345	2.00559551	0.19258442	2.25741259	0.35101627	0.21965924	8.02487485	0.74736929	0.11622343	0.06371618	0.07269111	0.07854989	0.09730092
4540	2.97707271	0.00351961	2.01221979	0.18939124	2.25453843	0.34691837	0.21958428	8.02347251	0.74897112	0.11524945	0.06284643	0.072933	0.07740067	0.09742665
4550	2.97158476	0.00356542	2.01040576	0.1914781	2.2618851	0.34995278	0.22027319	8.03027171	0.74809973	0.11575829	0.06329532	0.07284665	0.07801555	0.09744025
4560	2.98251813	0.00428924	2.00065733	0.18990333	2.25768975	0.3498956	0.21755139	8.02322315	0.74888351	0.11604104	0.06294527	0.07213018	0.07753289	0.0964163
4570	2.97967493	0.00320034	2.00645173	0.19310337	2.25720016	0.34977625	0.21565832	8.02284173	0.74849952	0.11600096	0.06399259	0.07150692	0.0787389	0.09555846
4580	2.97664786	0.006837	2.0132592	0.19079533	2.24995939	0.34907519	0.21435992	8.01883721	0.74896841	0.11619608	0.06346866	0.07136685	0.07809792	0.09531671
4590	2.96644098	0.00525661	2.01553376	0.19139552	2.26180825	0.35128123	0.21946284	8.02989188	0.74800703	0.11618015	0.06326364	0.07254918	0.07796217	0.09703006
4600	2.96784869	0.00382811	2.01268668	0.18931152	2.26902163	0.35168763	0.21956984	8.03000562	0.74898854	0.1161051	0.06243727	0.07246909	0.07693523	0.09680523
4610	2.97095381	0.00388943	2.01110439	0.19257817	2.26354809	0.34984693	0.21962003	8.02766829	0.74817448	0.11563237	0.06363246	0.07256068	0.07837196	0.09702614
4620	2.97638584	0.00407797	2.00950955	0.1915632	2.25896354	0.34883884	0.21770149	8.02252241	0.74868636	0.11562567	0.06345057	0.07223739	0.07809364	0.09663121
4630	2.97355848	0.00478208	2.00610489	0.19334554	2.26571155	0.35009166	0.21641391	8.02720588	0.74890156	0.1157089	0.06389847	0.07149107	0.07858212	0.09554174
4640	2.96863163	0.00346359	2.01305032	0.19224246	2.26421864	0.34962094	0.22035443	8.03117725	0.74819737	0.11552689	0.06348636	0.07278938	0.07820593	0.09735089
4650	2.97320028	0.00525646	2.00959267	0.19276874	2.26031813	0.34937864	0.21678766	8.02619129	0.74866604	0.11573307	0.06381185	0.07178904	0.07853768	0.09598462
4660	2.97964255	0.00438464	2.00770827	0.1875315	2.25325478	0.35074661	0.21956803	8.02140096	0.7482625	0.11656405	0.06222435	0.0729491	0.07671889	0.09757458
4670	2.9759575	0.00369567	2.0080219	0.1904356	2.26289957	0.34903035	0.21756843	8.02519016	0.74934904	0.1155866	0.06302773	0.07203664	0.07756531	0.09617799
4680	2.97566843	0.00369937	2.00445014	0.19666931	2.26384295	0.3470466	0.21792575	8.02751171	0.74827927	0.11468861	0.06501865	0.07201347	0.07989899	0.09630694
4690	2.9814293	0.0036538	2.00555834	0.19355758	2.25634916	0.34542654	0.21734087	8.02095987	0.74895952	0.11469194	0.06419975	0.07214878	0.07884131	0.09642216
4700	2.97773927	0.00554752	2.00462678	0.19215873	2.25553446	0.34840667	0.22190891	8.02307084	0.74734675	0.11542608	0.06366148	0.07356568	0.07849623	0.09851323
4710	2.97865434	0.0033722	2.00740587	0.19224671	2.25686793	0.34497704	0.2205303	8.02460429	0.74861859	0.11449383	0.06368774	0.07319984	0.07827036	0.09791042
4720	2.96181632	0.00451728	2.0106657	0.19864667	2.2778875	0.34508609	0.21919061	8.03885693	0.7490323	0.11364923	0.06516486	0.0721536	0.07978808	0.09650887
4730	2.966426	0.00393707	2.01241771	0.19150722	2.27271141	0.34820652	0.22054966	8.03123478	0.74933999	0.1148164	0.06312332	0.07272029	0.07767568	0.09709468
4740	2.96266991	0.00537177	2.02121765	0.19323539	2.26593961	0.34544058	0.21825424	8.03056984	0.74961341	0.11429335	0.06391172	0.07218151	0.07853562	0.09636057
4750	2.97332539	0.00317336	2.01331302	0.1903801	2.26208934	0.34726191	0.21878263	8.02547316	0.74940695	0.11504872	0.06306592	0.07247841	0.07761704	0.09678407
4760	2.97047404	0.00416728	2.00757986	0.19490086	2.26653039	0.34726122	0.22134784	8.03087601	0.74804053	0.11461582	0.06429141	0.07305223	0.07914179	0.0977093
4770	2.98078506	0.00327472	2.00582583	0.18850437	2.26282231	0.34638997	0.21834265	8.0201097	0.75019373	0.114876	0.06250206	0.0724282	0.07690967	0.09666959
4780	2.99414632	0.00364138	2.00000406	0.19274986	2.24460684	0.3431049	0.2150163	8.01127791	0.74938447	0.11452597	0.06440463	0.07168493	0.07908171	0.09575082
4790	2.98306625	0.00433624	2.00531522	0.19370722	2.24696834	0.34284165	0.2228974	8.02074748	0.74737104	0.11409494	0.06438957	0.07414446	0.07930862	0.09946866
4800	2.96743964	0.00325486	2.01238876	0.19340244	2.27058733	0.34473139	0.22123977	8.03340515	0.74938211	0.1137944	0.0637971	0.0730264	0.07844959	0.09750507
4810	2.97816029	0.00375171	1.99816088	0.19016218	2.26866228	0.34558207	0.22351138	8.03002433	0.7492598	0.11413139	0.06275916	0.07384965	0.07728201	0.09865167
4820	2.97834374	0.0035853	2.00504194	0.19407787	2.26397085	0.3431126	0.2175834	8.02538428	0.75001029	0.11366301	0.06427297	0.07205374	0.07890634	0.09612007
4830	2.96951365	0.00387003	2.00961267	0.19391083	2.27441502	0.34226024	0.21819494	8.0318426	0.75098088	0.11300812	0.06396718	0.07204381	0.07848006	0.09598689
4840	2.97062783	0.00331004	2.00928021	0.19462926	2.27409369	0.34433471	0.21715498	8.02941334	0.7504921	0.11365727	0.06420081	0.07164982	0.07879767	0.09553237
4850	2.97437204	0.00451556	2.00579778	0.1899272	2.27437056	0.34202962	0.21743332	8.02798091	0.75220736	0.11311909	0.06278406	0.07188949	0.07703001	0.09564154
4860	2.97712266	0.00424254	2.00596218	0.19368006	2.26752976	0.33987093	0.21745733	8.02544195	0.75123435	0.1126124	0.06412501	0.07202824	0.07863755	0.09593589
4870	2.97904265	0.00460596	1.99900433	0.19353856	2.27131339	0.34116306	0.2187902	8.02641091	0.75091477	0.1127925	0.06396694	0.07232579	0.07849114	0.09636263
4880	2.98169768	0.0053096	2.00305609	0.18899924	2.27012736	0.33786521	0.21673642	8.01913777	0.75329642	0.11211988	0.06270163	0.07188207	0.07682913	0.09547857
4890	2.97425695	0.00354486	2.00856736	0.19785005	2.26797518	0.34066017	0.21774565	8.02522881	0.74996611	0.1126568	0.06537329	0.0720038	0.08016552	0.09605858
4900	2.97901916	0.00331906	2.00593145	0.19299951	2.26875546	0.33808948	0.21782765	8.02345033	0.75192812	0.11203138	0.06390367	0.07213683	0.07832019	0.09601655
4910	2.96950009	0.0044483	2.01112981	0.19206362	2.27898201	0.33733588	0.21654969	8.03096401	0.75354907	0.11149518	0.06344342	0.07151234	0.07765829	0.09499974
4920	2.97570407	0.00438452	1.99848955	0.19763427	2.28153986	0.33721552	0.21687307	8.02949238	0.75214172	0.11118672	0.06514727	0.07152429	0.07969628	0.0951419
4930	2.97844645	0.00339224	2.00310898	0.19095964	2.28052791	0.33484075	0.21666945	8.02526821	0.75444643	0.11077289	0.06315607	0.07162461	0.07723156	0.09497903
4940	2.97783111	0.00377032	2.00800455	0.19395713	2.26988577	0.33342731	0.21725675	8.02465964	0.75304287	0.11059803	0.06430543	0.07205367	0.07864481	0.09575914
4950	2.98398894	0.00364689	2.00017298	0.19334978	2.26998211	0.33293302	0.21787866	8.02260295	0.7531368	0.11046643	0.06410646	0.07229031	0.07842536	0.09605085
4960	2.96776184	0.00461456	2.01356922	0.19840907	2.27501443	0.33365738	0.2170278	8.03162369	0.75232401	0.11034535	0.06557503	0.07175562	0.08009671	0.09545199
4970	2.96894705	0.00460867	2.01046543	0.19749987	2.27524742	0.33455439	0.21868621	8.03241407	0.75192248	0.11058097	0.06522371	0.07227285	0.07979772	0.09615698
4980	2.97733223	0.00455502	2.00355097	0.19556193	2.2762655	0.33271312	0.21827213	8.02458439	0.75304006	0.11007006	0.06467749	0.07221238	0.07908538	0.0959268
4990	2.97944579	0.00388491	2.0015557	0.19458596	2.2757594	0.3319152	0.22054383	8.02409211	0.75287167	0.10981336	0.06435768	0.0729573	0.07874897	0.09697341
5000	2.9735777	0.00433237	2.00809623	0.19669168	2.27630679	0.32989272	0.2204031	8.02693243	0.75291349	0.10912084	0.06504171	0.07292396	0.07950548	0.09693219
5010	2.97305831	0.00451817	2.00395909	0.19707625	2.28447121	0.3275446	0.22001511	8.03040099	0.75420198	0.10813569	0.06504095	0.07262138	0.07938398	0.09634553
5020	2.98307796	0.00331665	1.99975753	0.19341264	2.27760412	0.3262075	0.22039188	8.02368498	0.75480212	0.1081231	0.06405295	0.07302182	0.0782054	0.09678236
5030	2.98863749	0.0047485	1.98670916	0.19436661	2.28304441	0.32686722	0.21757852	8.02473452	0.75554225	0.10817423	0.0642832	0.07200032	0.07839123	0.09534002
5040	2.98107003	0.00668485	1.99809748	0.19298353	2.2834283	0.3249554	0.21612404	8.02329671	0.75663971	0.10773183	0.06396299	0.07166546	0.07793615	0.09479118
5050	2.9831876	0.0045006	1.99404255	0.19740822	2.28284743	0.32592988	0.21748716	8.02517763	0.75499296	0.10780986	0.06524853	0.07194864	0.07953398	0.09535211
5060	2.98679614	0.0042964	1.99144475	0.19925828	2.28149431	0.32444924	0.21782064	8.0208104	0.7547146	0.10732222	0.06594651	0.07201666	0.08034483	0.09549097
5070	2.97497841	0.0038252	2.00460761	0.19852658	2.28091061	0.32475463	0.22164756	8.02853456	0.75379549	0.10732186	0.06558879	0.07329386	0.0800273	0.09748759
5080	2.98328045	0.00451409	2.00177679	0.19769211	2.27482205	0.32300671	0.21761855	8.01992338	0.75502905	0.10720138	0.06557465	0.07219492	0.07990353	0.09567382
5090	2.97933066	0.00498865	2.00250393	0.1974181	2.276319	0.32280678	0.2206897	8.02480064	0.75446278	0.10699045	0.06539367	0.07315309	0.0797587	0.09704175
5100	2.98463349	0.00458335	1.996626	0.1997127	2.27810165	0.31891901	0.21994623	8.02241787	0.75526521	0.10573658	0.06611947	0.07287874	0.08046606	0.09653248
5110	2.98892476	0.00502725	1.99707529	0.19379561	2.27615205	0.31960121	0.21699253	8.01745198	0.75714849	0.1063015	0.06439359	0.07215642	0.07837236	0.09535262
5120	2.9722857	0.00474362	2.00777178	0.1979946	2.29014395	0.32073338	0.21745832	8.02703821	0.75679103	0.10600148	0.06534289	0.07186461	0.07946489	0.09500419
5130	2.97153055	0.00431673	2.01216015	0.20361945	2.28435476	0.31622523	0.21693977	8.02699867	0.75613759	0.10472139	0.06728086	0.07186016	0.08146219	0.09505995
5140	2.97373231	0.0037112	2.0090949	0.20176922	2.2821781	0.31887835	0.21905493	8.02759905	0.75524042	0.10552022	0.0667359	0.07250346	0.08113704	0.09605688
5150	2.96984184	0.00573397	2.01469933	0.19922073	2.28082393	0.31809872	0.21886869	8.02706908	0.75601724	0.10546411	0.06596306	0.0725556	0.08021032	0.09603331
5160	2.96388319	0.00583411	2.01593272	0.19867253	2.28854417	0.31833896	0.2203998	8.0334541	0.75633742	0.10520325	0.06564232	0.07281701	0.07982094	0.09631288
5170	2.97528712	0.00421322	2.00530364	0.20581546	2.28793184	0.31358345	0.21700333	8.02671368	0.75663362	0.10369988	0.06792665	0.07173984	0.08210332	0.0948402
5180	2.97292798	0.00442547	2.00711862	0.20310648	2.28572933	0.31528021	0.22023237	8.02935403	0.75580902	0.10426375	0.06712989	0.07279734	0.08156769	0.09636907
5190	2.97148571	0.00361902	2.01350485	0.19918037	2.28531494	0.31750553	0.21796614	8.02783686	0.756766	0.1051346	0.06595544	0.07214396	0.08015975	0.0953863
5200	2.97735277	0.00452355	1.99977865	0.20075969	2.28697922	0.31772908	0.2228426	8.02665913	0.75521165	0.10492117	0.06628157	0.07358561	0.08066997	0.09747165
5210	2.9745861	0.00359541	2.00448673	0.19781149	2.29219856	0.31366488	0.22393168	8.0288754	0.7571314	0.10359202	0.06531378	0.0739628	0.07940628	0.097734
5220	2.98912233	0.00361568	1.99876705	0.21061446	2.26530784	0.30954758	0.22131931	8.01746265	0.75340132	0.10292604	0.07010086	0.07357178	0.08474274	0.09760682
5230	2.97085718	0.00408117	2.01291687	0.19557731	2.28745198	0.31354188	0.22535091	8.02742912	0.75698494	0.10378796	0.06467513	0.07455197	0.07866567	0.09851833
5240	2.97303473	0.00386909	2.00868953	0.19777714	2.29425558	0.31399889	0.2179487	8.02792918	0.75872805	0.10384584	0.0653658	0.07206031	0.07929864	0.09502182
5250	2.97299698	0.00346591	2.00823918	0.19925053	2.29060258	0.31330141	0.22195539	8.02914123	0.75723942	0.10357665	0.06580917	0.07337477	0.07993031	0.09692415
5260	2.97401741	0.00355943	2.00197224	0.20648145	2.2927305	0.31168541	0.22170779	8.03071984	0.75606566	0.10278778	0.06803817	0.07310839	0.08254626	0.09672555
5270	2.9734015	0.00367428	2.00668623	0.1966721	2.29630157	0.31114249	0.22258331	8.02895705	0.75870453	0.10280718	0.06495459	0.0735337	0.07884363	0.09695811
5280	2.98213442	0.00573955	2.00193145	0.19657516	2.28299202	0.31012854	0.22272291	8.02009657	0.75788239	0.10295124	0.06524489	0.07392149	0.07927097	0.09757813
5290	2.96579915	0.00438174	2.01412736	0.20025527	2.29905374	0.30878024	0.22152309	8.03159026	0.75884214	0.10193563	0.06610382	0.07311841	0.08013005	0.09640693
5300	2.95692871	0.00457579	2.01645375	0.2035846	2.31158027	0.30797415	0.21922978	8.04021021	0.75971195	0.101312	0.06685306	0.07212299	0.08072523	0.09501964
5310	2.96552126	0.0029661	2.02267903	0.20310906	2.2962758	0.3033839	0.21760928	8.02880182	0.76024558	0.10053197	0.06710249	0.07211996	0.08079654	0.09494617
5320	2.95820422	0.00485147	2.00923774	0.21217857	2.31564951	0.30398722	0.21947999	8.04106216	0.75872789	0.09978101	0.0694019	0.0720892	0.08346876	0.0951669
5330	2.96069182	0.00426303	2.01714059	0.2047835	2.30511798	0.3052278	0.21942063	8.03630438	0.75958783	0.10064423	0.06740982	0.07235812	0.08139249	0.09533055
5340	2.97536808	0.00403199	2.01015409	0.20208877	2.29127939	0.30440034	0.21935802	8.0245091	0.75939594	0.10095103	0.06686116	0.07279187	0.08083618	0.09593353
5350	2.97928667	0.00343977	2.01300799	0.19956296	2.2840114	0.30401463	0.21946039	8.01875534	0.75952335	0.10114044	0.06628971	0.07304651	0.08024987	0.09623753
5360	2.96361891	0.00609764	2.0200294	0.2065822	2.29547871	0.30133389	0.21844386	8.02895289	0.75966183	0.09979995	0.06822317	0.07231506	0.08231206	0.09526752
5370	2.96770675	0.00389349	2.01243003	0.20102937	2.29996588	0.30623743	0.22153435	8.03170958	0.75934969	0.10113337	0.06636473	0.0731522	0.08035832	0.09639818
5380	2.96855736	0.00431615	2.01464352	0.20044968	2.3010226	0.30308562	0.21939549	8.02829137	0.76097139	0.10023799	0.06625405	0.07253657	0.08007849	0.09536969
5390	2.96709664	0.00472711	2.02338722	0.20073123	2.28909335	0.30217746	0.22075831	8.02499396	0.75981649	0.10027526	0.06665022	0.07325802	0.08059662	0.09646612
5400	2.97620292	0.00351811	2.01162399	0.1995179	2.29159735	0.30168001	0.22243642	8.02235725	0.76002865	0.1000916	0.06611053	0.07376922	0.079977	0.09714298
5410	2.97319404	0.00358297	2.00683697	0.1998505	2.30618239	0.30219179	0.21960743	8.02828793	0.761686	0.09982707	0.06595921	0.07252772	0.07966648	0.09528125
5420	2.97313836	0.00478574	2.01401197	0.19818932	2.29335925	0.29953538	0.22229643	8.02482337	0.76109518	0.09942026	0.06573065	0.07375392	0.07947278	0.0969491
5430	2.97729821	0.00369141	2.00187639	0.2001421	2.30562143	0.29937341	0.21932379	8.02881763	0.76234105	0.09900678	0.06613301	0.07251916	0.0798174	0.09517096
5440	2.97173997	0.00595496	2.00934137	0.20213308	2.30383962	0.29797047	0.21954831	8.024741	0.76200238	0.09862072	0.0667342	0.07264269	0.08049344	0.09537791
5450	2.97068743	0.00395704	2.01420038	0.20257287	2.29813055	0.29751238	0.2229934	8.02645662	0.76062366	0.09851713	0.06701447	0.07384474	0.08095333	0.09718318
5460	2.96251204	0.00440969	2.01489545	0.20463427	2.31060106	0.29745761	0.22252755	8.03437374	0.76126861	0.09801569	0.0674075	0.0733082	0.08132901	0.09634409
5470	2.96709443	0.00445012	2.00229276	0.20325167	2.32191718	0.29625066	0.22358275	8.03577856	0.76234236	0.09737056	0.06678742	0.07349966	0.08055613	0.09652929
5480	2.96225229	0.00397282	2.01644439	0.2005085	2.31361981	0.29659448	0.22153017	8.03618293	0.76290964	0.09787505	0.06611988	0.07309543	0.07975439	0.09587792
5490	2.97143656	0.00427819	2.01016147	0.19905716	2.30866932	0.29484771	0.22181036	8.02814824	0.76327516	0.09748461	0.0657978	0.07344242	0.07933351	0.09644185
5500	2.9768809	0.00371339	2.00607193	0.20184288	2.30172599	0.29457681	0.22138684	8.02654073	0.76225449	0.09756162	0.06685095	0.07333294	0.08063262	0.09625933
5510	2.97578463	0.00393831	1.999925	0.20565618	2.30928399	0.29566158	0.21979563	8.03072447	0.7620344	0.09757304	0.06786007	0.0725325	0.08176199	0.09522831
5520	2.96682948	0.00346931	2.00584086	0.20609753	2.32197178	0.29364471	0.22000998	8.03582034	0.76336406	0.09655621	0.06774768	0.07233205	0.08149961	0.09480559
5530	2.9746947	0.0044951	2.00408811	0.20467311	2.30549854	0.2917984	0.2237335	8.02871138	0.76201965	0.09646062	0.06758515	0.07393458	0.08145743	0.09707721
5540	2.97549071	0.00402623	2.00834389	0.20416697	2.30086281	0.29151611	0.22264979	8.02556574	0.76207862	0.09656893	0.0675837	0.07376875	0.08144021	0.09683813
5550	2.97784515	0.00358491	2.00228526	0.20307535	2.30733804	0.29068459	0.22329401	8.0267473	0.76294321	0.09612489	0.06711216	0.07381974	0.08083559	0.09680636
5560	2.96623589	0.00520929	2.00873504	0.19962529	2.32652322	0.28793552	0.22043927	8.03367106	0.76653842	0.09499192	0.06578547	0.07268419	0.07904419	0.09492378
5570	2.96912429	0.00443893	2.00856313	0.20560549	2.31397181	0.28880874	0.22201656	8.03193632	0.76355569	0.09534906	0.06783962	0.07325563	0.08159198	0.0960037
5580	2.9734847	0.00429995	2.00708073	0.19758508	2.31976406	0.28627234	0.22149667	8.02751472	0.7668544	0.09463881	0.06529228	0.07321451	0.07844704	0.09554083
5590	2.97137793	0.00367775	2.00590326	0.20468667	2.32204087	0.28649641	0.2189334	8.03086908	0.76580476	0.09451053	0.06746267	0.07222204	0.08094908	0.09437318
5600	2.96646208	0.00488517	2.00817821	0.20431585	2.32750043	0.28556933	0.21817536	8.03404085	0.76663785	0.09413099	0.06731432	0.07191684	0.08072618	0.09391898
5610	2.97005512	0.00593488	2.0100832	0.20274908	2.32007	0.28417946	0.21797044	8.02710409	0.76702859	0.09395384	0.0669832	0.07203437	0.08031749	0.09398292
5620	2.97973354	0.00462628	2.00159408	0.20657657	2.31412144	0.2824508	0.21806502	8.02251856	0.76596518	0.09359737	0.06826629	0.07217116	0.08179452	0.0943033
5630	2.96371541	0.00427687	2.01199508	0.20534605	2.32967453	0.27918715	0.22202163	8.03580362	0.76727573	0.09196817	0.06761885	0.07313725	0.08098066	0.09543796
5640	2.97206271	0.00483983	2.00040108	0.20853312	2.32662141	0.2781443	0.22201896	8.03317244	0.76656874	0.09165344	0.06869867	0.07307915	0.08226519	0.0955223
5650	2.98490619	0.00459633	1.99150391	0.20094017	2.32947913	0.27480023	0.22010737	8.02315771	0.77003946	0.09082024	0.06644216	0.07269814	0.07940986	0.09448511
